,age,job,marital,education,housing,loan,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y
24667,53,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
13774,41,entrepreneur,divorced,6.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
23633,31,admin.,single,7.0,no,no,1.4,93.444,-36.1,4.962,5228,no
17062,56,services,married,5.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
19832,34,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
1587,60,technician,married,7.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
37407,60,retired,married,7.0,no,no,-2.9,92.201,-31.4,0.879,5076,yes
1416,53,retired,married,3.0,no,yes,1.1,93.994,-36.4,4.855,5191,no
29113,30,self-employed,married,7.0,no,yes,-1.8,93.075,-47.1,1.405,5099,no
13582,26,technician,married,6.0,no,no,1.4,93.918,-42.7,4.963,5228,no
10051,42,blue-collar,married,2.0,no,no,1.4,94.465,-41.8,4.958,5228,no
653,39,blue-collar,married,4.0,no,yes,1.1,93.994,-36.4,4.857,5191,no
35470,38,technician,single,6.0,yes,yes,-1.8,92.893,-46.2,1.244,5099,no
22191,42,entrepreneur,married,7.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
35230,53,blue-collar,married,6.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
40947,63,admin.,married,7.0,yes,yes,-1.1,94.601,-49.5,0.987,4964,no
6766,35,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
28576,44,unemployed,divorced,4.0,no,no,-1.8,93.075,-47.1,1.415,5099,no
6610,47,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
33359,48,management,married,4.0,yes,no,-1.8,92.893,-46.2,1.291,5099,yes
14086,35,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
26885,36,admin.,married,,yes,no,-0.1,93.2,-42.0,4.076,5196,no
3821,36,blue-collar,married,4.0,yes,yes,1.1,93.994,-36.4,4.859,5191,no
24520,30,admin.,divorced,7.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
6700,36,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
111,58,unemployed,married,2.0,no,no,1.1,93.994,-36.4,4.857,5191,no
16913,31,admin.,single,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
16814,36,admin.,married,7.0,no,no,1.4,93.918,-42.7,4.962,5228,no
17529,53,services,married,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
16752,43,housemaid,divorced,3.0,no,yes,1.4,93.918,-42.7,4.962,5228,no
19998,33,technician,married,6.0,no,no,1.4,93.444,-36.1,4.966,5228,yes
17439,43,services,married,3.0,no,no,1.4,93.918,-42.7,4.962,5228,no
2447,33,self-employed,divorced,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
24281,42,technician,married,6.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
2109,38,blue-collar,married,6.0,no,no,1.1,93.994,-36.4,4.857,5191,no
30820,32,admin.,divorced,5.0,yes,no,-1.8,92.893,-46.2,1.344,5099,no
37758,36,admin.,single,5.0,yes,no,-2.9,92.201,-31.4,0.849,5076,yes
20411,40,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.966,5228,no
32173,41,services,married,5.0,yes,no,-1.8,92.893,-46.2,1.313,5099,no
29137,34,management,married,7.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
5146,38,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
6029,27,technician,single,6.0,no,no,1.1,93.994,-36.4,4.857,5191,no
11658,54,services,married,5.0,no,no,1.4,94.465,-41.8,4.959,5228,no
1578,29,admin.,single,7.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
7990,40,services,divorced,5.0,no,no,1.4,94.465,-41.8,4.865,5228,no
2306,22,blue-collar,single,3.0,,,1.1,93.994,-36.4,4.856,5191,no
11061,50,technician,married,6.0,yes,no,1.4,94.465,-41.8,4.962,5228,no
2188,31,blue-collar,married,4.0,,,1.1,93.994,-36.4,4.857,5191,no
40183,29,admin.,single,5.0,yes,no,-1.7,94.215,-40.3,0.861,4992,yes
8183,39,housemaid,married,4.0,no,no,1.4,94.465,-41.8,4.864,5228,no
15257,42,entrepreneur,married,2.0,yes,no,1.4,93.918,-42.7,4.958,5228,no
5139,37,management,single,7.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
14228,38,blue-collar,single,4.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
15876,40,admin.,single,4.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
7695,44,admin.,married,5.0,yes,no,1.1,93.994,-36.4,4.864,5191,no
1404,29,blue-collar,single,5.0,,,1.1,93.994,-36.4,4.855,5191,no
35240,31,unemployed,single,5.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
25126,41,services,married,7.0,no,no,-0.1,93.2,-42.0,4.153,5196,no
22221,57,blue-collar,married,2.0,no,no,1.4,93.444,-36.1,4.963,5228,no
8627,31,admin.,married,5.0,,,1.4,94.465,-41.8,4.864,5228,no
9569,58,management,married,,yes,no,1.4,94.465,-41.8,4.961,5228,no
11496,24,entrepreneur,single,5.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
8880,47,technician,married,6.0,no,no,1.4,94.465,-41.8,4.866,5228,no
34009,32,technician,single,5.0,yes,no,-1.8,92.893,-46.2,1.281,5099,no
11073,60,admin.,married,7.0,no,no,1.4,94.465,-41.8,4.962,5228,no
8995,45,blue-collar,married,3.0,no,no,1.4,94.465,-41.8,4.866,5228,no
34909,24,blue-collar,single,4.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
24899,33,admin.,married,7.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
5364,37,admin.,single,5.0,no,no,1.1,93.994,-36.4,4.857,5191,no
282,53,admin.,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
28131,55,management,divorced,7.0,no,yes,-1.8,93.075,-47.1,1.466,5099,no
17280,51,entrepreneur,married,3.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
30143,26,admin.,single,7.0,yes,no,-1.8,93.075,-47.1,1.365,5099,yes
11149,35,admin.,married,7.0,no,no,1.4,94.465,-41.8,4.961,5228,no
2796,55,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.859,5191,no
37542,61,retired,married,4.0,yes,no,-2.9,92.201,-31.4,0.869,5076,no
3058,43,technician,divorced,4.0,no,yes,1.1,93.994,-36.4,4.859,5191,no
11713,44,admin.,divorced,5.0,yes,yes,1.4,94.465,-41.8,4.959,5228,no
26009,37,entrepreneur,married,7.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
21532,44,blue-collar,married,3.0,yes,yes,1.4,93.444,-36.1,4.963,5228,no
4225,43,housemaid,married,2.0,no,no,1.1,93.994,-36.4,4.856,5191,no
13198,51,technician,married,7.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
19480,39,technician,single,6.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
12673,34,technician,single,6.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
1420,36,services,married,5.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
29880,46,services,married,5.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
22544,53,admin.,married,2.0,no,no,1.4,93.444,-36.1,4.964,5228,no
15018,35,unemployed,married,5.0,no,yes,1.4,93.918,-42.7,4.958,5228,no
32553,34,self-employed,single,7.0,yes,no,-1.8,92.893,-46.2,1.299,5099,no
22151,30,admin.,single,7.0,no,no,1.4,93.444,-36.1,4.963,5228,no
11639,50,unemployed,married,5.0,no,no,1.4,94.465,-41.8,4.959,5228,no
22738,42,admin.,divorced,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
6437,35,admin.,single,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
38264,55,technician,married,6.0,yes,no,-3.4,92.431,-26.9,0.742,5018,no
38787,52,blue-collar,single,4.0,no,no,-3.4,92.649,-30.1,0.714,5018,no
5405,46,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.857,5191,no
18901,45,blue-collar,married,3.0,no,no,1.4,93.444,-36.1,4.97,5228,no
23468,41,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
1250,32,student,single,7.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
32992,35,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
34862,29,blue-collar,married,4.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
22986,53,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
35305,26,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
38795,49,unemployed,married,6.0,yes,yes,-3.4,92.649,-30.1,0.714,5018,no
36044,54,admin.,divorced,6.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
9070,41,blue-collar,married,2.0,no,no,1.4,94.465,-41.8,4.866,5228,no
35454,57,blue-collar,divorced,4.0,yes,no,-1.8,92.893,-46.2,1.244,5099,no
25922,41,admin.,married,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
31457,34,blue-collar,married,3.0,no,no,-1.8,92.893,-46.2,1.334,5099,no
12997,31,blue-collar,married,3.0,no,no,1.4,93.918,-42.7,4.962,5228,no
16266,37,blue-collar,divorced,6.0,no,no,1.4,93.918,-42.7,4.961,5228,no
30259,56,entrepreneur,married,7.0,no,no,-1.8,93.075,-47.1,1.365,5099,no
25601,49,management,married,5.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
40585,39,management,married,7.0,yes,no,-1.1,94.199,-37.5,0.884,4964,yes
33289,34,admin.,divorced,7.0,yes,no,-1.8,92.893,-46.2,1.291,5099,no
34954,42,self-employed,married,6.0,no,no,-1.8,92.893,-46.2,1.25,5099,no
13249,26,technician,married,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
10616,33,blue-collar,married,4.0,no,yes,1.4,94.465,-41.8,4.961,5228,no
27514,57,management,married,7.0,yes,yes,-0.1,93.2,-42.0,4.021,5196,no
13409,34,admin.,married,5.0,no,no,1.4,93.918,-42.7,4.962,5228,yes
32944,38,services,married,5.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
32997,30,admin.,single,7.0,no,no,-1.8,92.893,-46.2,1.299,5099,no
30003,47,housemaid,single,6.0,yes,no,-1.8,93.075,-47.1,1.405,5099,yes
14123,33,entrepreneur,married,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
25106,39,management,married,7.0,no,no,-0.1,93.2,-42.0,4.153,5196,no
25936,31,admin.,married,4.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
24643,42,technician,married,6.0,yes,yes,-0.1,93.2,-42.0,4.191,5196,no
15854,22,services,married,5.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
4525,28,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
27206,37,management,married,7.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
38834,19,student,single,,no,no,-3.4,92.649,-30.1,0.714,5018,no
27616,57,blue-collar,married,4.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
37958,71,retired,married,6.0,no,no,-3.4,92.379,-29.8,0.803,5018,no
34008,33,admin.,married,7.0,yes,yes,-1.8,92.893,-46.2,1.281,5099,no
22438,33,admin.,married,7.0,,,1.4,93.444,-36.1,4.964,5228,no
979,34,entrepreneur,married,2.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
26034,54,blue-collar,married,2.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
30807,40,admin.,single,5.0,no,no,-1.8,92.893,-46.2,1.344,5099,no
39429,62,entrepreneur,married,4.0,yes,no,-1.8,93.749,-34.6,0.642,5009,no
38511,33,services,single,5.0,yes,no,-3.4,92.431,-26.9,0.728,5018,no
22079,58,retired,married,2.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
28772,32,technician,married,7.0,no,no,-1.8,93.075,-47.1,1.41,5099,no
28834,55,admin.,married,7.0,yes,no,-1.8,93.075,-47.1,1.41,5099,no
286,39,housemaid,married,4.0,yes,no,1.1,93.994,-36.4,4.857,5191,yes
29140,39,blue-collar,married,4.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
1278,38,entrepreneur,married,3.0,no,no,1.1,93.994,-36.4,4.855,5191,no
20362,31,blue-collar,married,3.0,no,no,1.4,93.444,-36.1,4.966,5228,no
8670,26,self-employed,married,7.0,yes,no,1.4,94.465,-41.8,4.864,5228,no
4624,33,admin.,divorced,5.0,no,no,1.1,93.994,-36.4,4.856,5191,no
37284,19,student,single,4.0,no,no,-2.9,92.201,-31.4,0.884,5076,no
31054,38,technician,married,7.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
12268,24,admin.,single,5.0,yes,yes,1.4,93.918,-42.7,4.966,5228,no
22354,59,retired,married,2.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
36672,28,technician,single,6.0,yes,yes,-2.9,92.963,-40.8,1.268,5076,yes
1243,32,blue-collar,married,3.0,no,no,1.1,93.994,-36.4,4.855,5191,no
5488,35,admin.,married,7.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
25719,55,admin.,married,7.0,yes,yes,-0.1,93.2,-42.0,4.12,5196,no
35298,27,admin.,single,3.0,yes,no,-1.8,92.893,-46.2,1.25,5099,no
25897,36,admin.,married,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
22610,60,retired,married,2.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
17523,46,blue-collar,married,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
27138,31,admin.,single,5.0,yes,no,-0.1,93.2,-42.0,4.021,5196,no
40059,58,admin.,married,5.0,yes,no,-1.7,94.215,-40.3,0.81,4992,no
5350,33,technician,married,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
23259,48,admin.,married,7.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
40033,34,technician,single,7.0,yes,no,-1.7,94.215,-40.3,0.793,4992,yes
9589,29,blue-collar,married,2.0,yes,no,1.4,94.465,-41.8,4.961,5228,no
40154,50,management,married,7.0,yes,no,-1.7,94.215,-40.3,0.846,4992,yes
38838,40,technician,single,7.0,no,no,-3.4,92.649,-30.1,0.714,5018,yes
38088,70,admin.,married,2.0,no,no,-3.4,92.379,-29.8,0.77,5018,no
3387,27,blue-collar,married,2.0,no,no,1.1,93.994,-36.4,4.86,5191,no
17492,51,admin.,divorced,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
28451,34,admin.,married,7.0,yes,no,-1.8,93.075,-47.1,1.423,5099,no
18377,29,admin.,single,5.0,no,yes,1.4,93.918,-42.7,4.968,5228,no
13904,50,blue-collar,divorced,4.0,,,1.4,93.918,-42.7,4.963,5228,no
11685,39,blue-collar,married,2.0,no,no,1.4,94.465,-41.8,4.959,5228,no
14515,27,services,single,5.0,,,1.4,93.918,-42.7,4.961,5228,no
13965,35,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.963,5228,no
12262,29,admin.,single,7.0,no,no,1.4,93.918,-42.7,4.966,5228,no
17322,43,admin.,married,5.0,yes,yes,1.4,93.918,-42.7,4.962,5228,no
15676,27,blue-collar,single,4.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
24450,38,entrepreneur,married,5.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
29690,52,admin.,married,7.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
20808,46,retired,married,4.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
34428,44,services,married,5.0,no,yes,-1.8,92.893,-46.2,1.266,5099,yes
13352,39,services,married,3.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
19142,52,admin.,married,5.0,no,no,1.4,93.444,-36.1,4.968,5228,no
13824,30,blue-collar,single,4.0,yes,yes,1.4,93.918,-42.7,4.963,5228,no
10058,42,admin.,married,3.0,no,no,1.4,94.465,-41.8,4.958,5228,no
16783,49,blue-collar,married,4.0,no,yes,1.4,93.918,-42.7,4.962,5228,no
29163,35,services,divorced,5.0,yes,yes,-1.8,93.075,-47.1,1.405,5099,no
32490,52,services,married,5.0,no,yes,-1.8,92.893,-46.2,1.313,5099,no
22152,30,admin.,single,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
29482,29,admin.,married,7.0,yes,yes,-1.8,93.075,-47.1,1.405,5099,no
11201,41,admin.,divorced,5.0,,,1.4,94.465,-41.8,4.961,5228,no
32028,35,technician,single,6.0,yes,no,-1.8,92.893,-46.2,1.327,5099,no
15653,28,technician,married,4.0,,,1.4,93.918,-42.7,4.96,5228,no
40210,23,student,single,,no,no,-1.7,94.215,-40.3,0.876,4992,yes
1068,35,blue-collar,married,3.0,yes,yes,1.1,93.994,-36.4,4.856,5191,no
15155,32,admin.,single,7.0,no,yes,1.4,93.918,-42.7,4.958,5228,yes
26755,51,admin.,divorced,7.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
14336,43,admin.,divorced,5.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
810,57,self-employed,single,5.0,no,no,1.1,93.994,-36.4,4.856,5191,no
7124,49,services,married,5.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
5270,37,admin.,married,7.0,yes,yes,1.1,93.994,-36.4,4.857,5191,no
12031,29,blue-collar,divorced,2.0,no,no,1.4,94.465,-41.8,4.955,5228,no
16235,26,services,married,5.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
18035,58,technician,married,4.0,no,no,1.4,93.918,-42.7,4.963,5228,no
20170,36,technician,single,6.0,yes,no,1.4,93.444,-36.1,4.965,5228,no
12557,52,entrepreneur,married,7.0,yes,no,1.4,93.918,-42.7,4.96,5228,no
1300,39,blue-collar,married,3.0,yes,no,1.1,93.994,-36.4,4.855,5191,no
37327,30,admin.,single,7.0,no,no,-2.9,92.201,-31.4,0.883,5076,no
36255,41,technician,married,7.0,yes,yes,-2.9,92.963,-40.8,1.266,5076,no
12032,46,,married,2.0,yes,no,1.4,94.465,-41.8,4.955,5228,no
26432,31,admin.,single,7.0,no,no,-0.1,93.2,-42.0,4.076,5196,no
21092,54,blue-collar,married,2.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
17424,59,retired,married,4.0,no,no,1.4,93.918,-42.7,4.962,5228,no
25473,30,blue-collar,single,4.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
3457,29,blue-collar,married,3.0,no,no,1.1,93.994,-36.4,4.86,5191,no
37589,35,technician,married,7.0,no,no,-2.9,92.201,-31.4,0.869,5076,no
38624,37,admin.,divorced,5.0,yes,yes,-3.4,92.649,-30.1,0.722,5018,no
4433,38,admin.,married,4.0,yes,no,1.1,93.994,-36.4,4.856,5191,no
24479,57,technician,married,6.0,no,no,-0.1,93.2,-42.0,4.191,5196,no
27204,57,housemaid,married,2.0,no,no,-0.1,93.2,-42.0,4.021,5196,no
36036,55,entrepreneur,married,6.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
7121,56,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
9157,52,self-employed,married,2.0,no,yes,1.4,94.465,-41.8,4.967,5228,yes
14163,40,entrepreneur,married,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
39938,47,technician,divorced,6.0,yes,no,-1.7,94.055,-39.8,0.742,4992,no
5289,48,technician,divorced,6.0,yes,yes,1.1,93.994,-36.4,4.857,5191,no
22309,30,admin.,married,7.0,no,no,1.4,93.444,-36.1,4.963,5228,no
15247,35,self-employed,married,7.0,no,no,1.4,93.918,-42.7,4.958,5228,yes
10207,45,blue-collar,married,3.0,yes,no,1.4,94.465,-41.8,4.96,5228,no
26098,32,services,single,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
11371,52,blue-collar,married,4.0,yes,yes,1.4,94.465,-41.8,4.959,5228,no
23481,33,technician,single,7.0,yes,no,1.4,93.444,-36.1,4.962,5228,no
12569,34,blue-collar,married,4.0,no,no,1.4,93.918,-42.7,4.96,5228,no
18504,36,blue-collar,married,4.0,yes,no,1.4,93.918,-42.7,4.968,5228,no
25583,29,management,married,4.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
5671,43,management,married,6.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
4725,33,management,married,4.0,yes,no,1.1,93.994,-36.4,4.858,5191,no
33239,36,blue-collar,married,2.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
33420,34,admin.,single,7.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
26153,53,self-employed,married,7.0,yes,no,-0.1,93.2,-42.0,4.12,5196,no
1540,49,admin.,married,7.0,yes,yes,1.1,93.994,-36.4,4.855,5191,no
8189,31,services,single,5.0,yes,no,1.4,94.465,-41.8,4.864,5228,no
78,55,management,married,,yes,no,1.1,93.994,-36.4,4.857,5191,no
39701,45,management,married,4.0,yes,no,-1.8,93.876,-40.0,0.692,5009,no
33990,36,services,single,5.0,no,no,-1.8,92.893,-46.2,1.281,5099,no
19683,52,technician,married,6.0,yes,no,1.4,93.444,-36.1,4.968,5228,no
31173,39,blue-collar,married,2.0,no,yes,-1.8,92.893,-46.2,1.334,5099,no
28542,56,blue-collar,married,4.0,no,yes,-1.8,93.075,-47.1,1.415,5099,no
31038,40,admin.,married,6.0,,,-1.8,92.893,-46.2,1.344,5099,no
39593,18,student,single,,no,no,-1.8,93.876,-40.0,0.672,5009,no
26912,32,services,married,4.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
22252,29,admin.,divorced,5.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
22285,32,technician,married,7.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
38906,30,admin.,single,7.0,yes,no,-3.4,92.649,-30.1,0.716,5018,no
12278,28,management,single,,no,no,1.4,93.918,-42.7,4.966,5228,no
1184,31,technician,married,6.0,no,no,1.1,93.994,-36.4,4.855,5191,no
13570,54,retired,married,5.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
27838,70,retired,married,2.0,no,no,-1.8,92.843,-50.0,1.629,5099,no
15855,29,admin.,married,5.0,no,no,1.4,93.918,-42.7,4.96,5228,no
36635,32,admin.,married,7.0,yes,no,-2.9,92.963,-40.8,1.26,5076,no
29118,39,services,divorced,3.0,no,no,-1.8,93.075,-47.1,1.405,5099,no
18838,41,technician,married,7.0,yes,no,1.4,93.444,-36.1,4.97,5228,no
14703,44,blue-collar,married,4.0,no,no,1.4,93.918,-42.7,4.961,5228,no
31345,36,admin.,single,3.0,yes,no,-1.8,92.893,-46.2,1.334,5099,no
22429,38,admin.,divorced,7.0,yes,no,1.4,93.444,-36.1,4.964,5228,no
12214,28,management,married,7.0,yes,no,1.4,93.918,-42.7,4.956,5228,no
6091,37,blue-collar,single,6.0,no,no,1.1,93.994,-36.4,4.857,5191,no
6904,59,admin.,married,7.0,no,yes,1.1,93.994,-36.4,4.86,5191,no
9198,35,blue-collar,married,5.0,no,no,1.4,94.465,-41.8,4.967,5228,no
38837,40,technician,single,7.0,yes,no,-3.4,92.649,-30.1,0.714,5018,no
29366,34,technician,married,6.0,yes,no,-1.8,93.075,-47.1,1.405,5099,no
35963,60,admin.,married,5.0,no,yes,-1.8,92.893,-46.2,1.264,5099,no
11379,36,services,married,5.0,yes,no,1.4,94.465,-41.8,4.959,5228,no
15722,34,blue-collar,married,5.0,no,yes,1.4,93.918,-42.7,4.96,5228,no
7153,44,blue-collar,married,2.0,yes,no,1.1,93.994,-36.4,4.86,5191,no
3524,46,unemployed,married,5.0,no,no,1.1,93.994,-36.4,4.859,5191,no
26621,31,unemployed,single,6.0,yes,no,-0.1,93.2,-42.0,4.076,5196,no
7851,48,blue-collar,married,,no,no,1.4,94.465,-41.8,4.865,5228,no
37300,46,blue-collar,married,6.0,no,no,-2.9,92.201,-31.4,0.884,5076,no
38279,80,retired,married,2.0,no,no,-3.4,92.431,-26.9,0.742,5018,no
18839,57,,married,,yes,no,1.4,93.444,-36.1,4.97,5228,no
23415,44,technician,married,6.0,no,no,1.4,93.444,-36.1,4.964,5228,no
28182,43,blue-collar,married,4.0,no,no,-1.8,93.075,-47.1,1.453,5099,yes
6470,32,admin.,single,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
33101,35,admin.,single,5.0,yes,yes,-1.8,92.893,-46.2,1.291,5099,no
30172,34,technician,single,6.0,yes,no,-1.8,93.075,-47.1,1.365,5099,yes
11272,55,management,married,6.0,yes,yes,1.4,94.465,-41.8,4.961,5228,no
16615,50,self-employed,divorced,7.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
12233,52,retired,divorced,6.0,no,no,1.4,93.918,-42.7,4.966,5228,no
26065,34,management,married,7.0,,,-0.1,93.2,-42.0,4.12,5196,no
16015,33,technician,single,6.0,yes,no,1.4,93.918,-42.7,4.961,5228,no
9106,35,technician,married,7.0,yes,no,1.4,94.465,-41.8,4.967,5228,no
5722,38,technician,single,5.0,yes,no,1.1,93.994,-36.4,4.857,5191,no
38184,82,retired,married,7.0,yes,no,-3.4,92.431,-26.9,0.744,5018,yes
10701,36,entrepreneur,single,7.0,no,no,1.4,94.465,-41.8,4.961,5228,no
31081,37,blue-collar,married,4.0,no,no,-1.8,92.893,-46.2,1.334,5099,no
19288,42,admin.,married,7.0,yes,yes,1.4,93.444,-36.1,4.967,5228,no
23843,52,blue-collar,married,4.0,no,yes,1.4,93.444,-36.1,4.963,5228,no
13566,29,student,single,7.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
22245,33,technician,single,6.0,yes,no,1.4,93.444,-36.1,4.963,5228,no
17009,45,blue-collar,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,yes
24663,52,entrepreneur,single,7.0,yes,no,-0.1,93.2,-42.0,4.191,5196,no
36729,25,admin.,divorced,7.0,no,no,-2.9,92.963,-40.8,1.281,5076,no
34650,33,admin.,single,7.0,yes,no,-1.8,92.893,-46.2,1.266,5099,no
211,55,housemaid,divorced,7.0,no,no,1.1,93.994,-36.4,4.857,5191,no
25820,40,technician,married,4.0,no,no,-0.1,93.2,-42.0,4.12,5196,no
13119,37,management,single,7.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
16749,51,technician,married,5.0,no,no,1.4,93.918,-42.7,4.962,5228,no
9176,34,blue-collar,married,4.0,no,no,1.4,94.465,-41.8,4.967,5228,no
33328,39,technician,single,6.0,no,no,-1.8,92.893,-46.2,1.291,5099,no
4250,45,technician,single,6.0,yes,yes,1.1,93.994,-36.4,4.856,5191,no
20586,47,admin.,divorced,5.0,no,no,1.4,93.444,-36.1,4.966,5228,no
31733,24,student,single,7.0,yes,no,-1.8,92.893,-46.2,1.327,5099,no
12340,53,housemaid,married,2.0,no,no,1.4,93.918,-42.7,4.959,5228,no
24826,50,housemaid,divorced,6.0,yes,no,-0.1,93.2,-42.0,4.153,5196,no
7197,32,blue-collar,married,4.0,no,no,1.1,93.994,-36.4,4.86,5191,no
15331,29,admin.,single,5.0,yes,yes,1.4,93.918,-42.7,4.957,5228,no
3885,24,student,single,5.0,yes,yes,1.1,93.994,-36.4,4.859,5191,no
15522,26,admin.,single,5.0,no,no,1.4,93.918,-42.7,4.957,5228,no
18207,45,admin.,married,7.0,yes,no,1.4,93.918,-42.7,4.963,5228,no
9330,40,self-employed,married,2.0,no,no,1.4,94.465,-41.8,4.967,5228,no
32467,28,services,married,5.0,yes,no,-1.8,92.893,-46.2,1.313,5099,no
21085,32,admin.,single,7.0,no,no,1.4,93.444,-36.1,4.964,5228,no
13139,43,housemaid,married,2.0,yes,no,1.4,93.918,-42.7,4.962,5228,no
33908,32,blue-collar,married,3.0,yes,no,-1.8,92.893,-46.2,1.281,5099,yes
