"","X","age","job","marital","education","housing","loan","education_imp","job_imp","loan_imp","housing_imp","marital_imp","y"
"24761",24767,54,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24762",24768,41,"services","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24763",24769,34,"entrepreneur","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24764",24770,30,"blue-collar","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24765",24771,35,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24766",24772,48,"admin.","married","7","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"24767",24773,41,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24768",24774,36,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24769",24775,57,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24770",24776,41,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24771",24777,37,"blue-collar","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24772",24778,50,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24773",24779,36,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24774",24780,56,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24775",24781,34,"blue-collar","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24776",24782,34,"blue-collar","married","6","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24777",24783,34,"blue-collar","married","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24778",24784,40,"entrepreneur","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24779",24785,34,"blue-collar","married","6","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"24780",24786,52,"technician","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24781",24787,40,"entrepreneur","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24782",24788,40,"management","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24783",24789,34,"blue-collar","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24784",24790,35,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24785",24791,35,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24786",24792,41,"entrepreneur","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24787",24793,35,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24788",24794,49,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24789",24795,32,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24790",24796,40,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24791",24797,44,"management","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24792",24798,44,"technician","single","6","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24793",24799,31,"entrepreneur","divorced","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24794",24800,36,"self-employed","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24795",24801,40,"self-employed","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24796",24802,37,"technician","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24797",24803,53,"self-employed","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24798",24804,32,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24799",24805,51,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24800",24806,34,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24801",24807,35,"entrepreneur","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24802",24808,35,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24803",24809,33,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24804",24810,51,"admin.","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24805",24811,29,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24806",24812,51,"technician","married","6","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"24807",24813,30,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24808",24814,58,"technician","married","7","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"24809",24815,36,"admin.","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24810",24816,33,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24811",24817,32,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24812",24818,32,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24813",24819,35,"unemployed","single","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24814",24820,40,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24815",24821,35,"unemployed","single","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24816",24822,51,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24817",24823,33,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24818",24824,39,"services","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24819",24825,32,"services","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24820",24826,50,"housemaid","divorced","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24821",24827,33,"blue-collar","married","4","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"24822",24828,56,"self-employed","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24823",24829,29,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24824",24830,32,"blue-collar","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24825",24831,40,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24826",24832,38,"technician","single","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24827",24833,39,"services","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24828",24834,33,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24829",24835,31,"admin.","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24830",24836,42,"self-employed","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24831",24837,43,"management","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24832",24838,38,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24833",24839,52,"admin.","married","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24834",24840,43,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24835",24841,31,"blue-collar","single","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24836",24842,33,"self-employed","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24837",24843,43,"entrepreneur","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24838",24844,31,"admin.","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24839",24845,52,"management","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24840",24846,40,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24841",24847,38,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24842",24848,30,"services","married","3","yes","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"24843",24849,38,"management","married","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24844",24850,51,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24845",24851,37,"management","divorced","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24846",24852,33,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24847",24853,36,"housemaid","divorced","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24848",24854,39,"admin.","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24849",24855,36,"technician","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24850",24856,55,"entrepreneur","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24851",24857,41,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24852",24858,33,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24853",24859,32,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24854",24860,41,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24855",24861,46,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24856",24862,29,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24857",24863,31,"management","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24858",24864,31,"housemaid","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24859",24865,44,"entrepreneur","divorced","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24860",24866,31,"unemployed","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24861",24867,34,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24862",24868,46,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24863",24869,35,"management","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24864",24870,43,"entrepreneur","married","4","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24865",24871,39,"management","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24866",24872,31,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24867",24873,54,"admin.","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24868",24874,30,"management","married","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24869",24875,43,"blue-collar","single","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24870",24876,48,"admin.","married","5","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"24871",24877,48,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24872",24878,39,"management","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24873",24879,52,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24874",24880,54,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24875",24881,56,"technician","single","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24876",24882,39,"admin.","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24877",24883,32,"blue-collar","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24878",24884,51,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24879",24885,39,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24880",24886,39,"services","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24881",24887,37,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24882",24888,52,"management","married","7","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"yes"
"24883",24889,47,"housemaid","divorced","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24884",24890,37,"blue-collar","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24885",24891,49,"entrepreneur","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24886",24892,36,"admin.","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24887",24893,35,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24888",24894,48,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24889",24895,37,"blue-collar","divorced","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24890",24896,39,"self-employed","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24891",24897,39,"self-employed","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24892",24898,48,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24893",24899,33,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24894",24900,32,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24895",24901,38,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24896",24902,30,"technician","single","6","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24897",24903,36,"unemployed","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24898",24904,50,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24899",24905,50,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24900",24906,34,"blue-collar","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24901",24907,30,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24902",24908,54,"entrepreneur","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24903",24909,32,"services","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24904",24910,52,"admin.","single","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24905",24911,40,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24906",24912,30,"unemployed","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24907",24913,30,"unemployed","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24908",24914,34,"blue-collar","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24909",24915,33,"entrepreneur","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24910",24916,32,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24911",24917,37,"blue-collar","divorced","3","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24912",24918,52,"technician","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24913",24919,38,"blue-collar","divorced","5","yes","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"24914",24920,34,"blue-collar","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24915",24921,36,"blue-collar","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24916",24922,36,"blue-collar","married","4","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"24917",24923,34,"technician","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24918",24924,38,"blue-collar","divorced","7","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"no"
"24919",24925,40,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24920",24926,29,"technician","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24921",24927,39,"management","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24922",24928,38,"blue-collar","divorced","4","no","no",TRUE,FALSE,FALSE,FALSE,FALSE,"yes"
"24923",24929,40,"management","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24924",24930,30,"unemployed","married","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24925",24931,52,"admin.","divorced","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24926",24932,30,"admin.","divorced","7","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24927",24933,49,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24928",24934,49,"management","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24929",24935,47,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24930",24936,49,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24931",24937,30,"admin.","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24932",24938,30,"admin.","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24933",24939,39,"entrepreneur","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24934",24940,36,"housemaid","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24935",24941,54,"entrepreneur","married","6","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24936",24942,41,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24937",24943,36,"technician","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24938",24944,52,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24939",24945,31,"management","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24940",24946,50,"admin.","divorced","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24941",24947,44,"management","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24942",24948,33,"technician","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24943",24949,32,"technician","divorced","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24944",24950,43,"blue-collar","married","4","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24945",24951,32,"technician","divorced","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24946",24952,32,"technician","divorced","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24947",24953,57,"retired","married","6","no","no",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"24948",24954,49,"blue-collar","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24949",24955,47,"admin.","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24950",24956,51,"services","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24951",24957,43,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24952",24958,41,"admin.","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24953",24959,39,"admin.","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24954",24960,51,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24955",24961,38,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24956",24962,48,"admin.","married","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24957",24963,31,"student","single","5","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24958",24964,35,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24959",24965,47,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24960",24966,29,"blue-collar","divorced","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24961",24967,54,"retired","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24962",24968,47,"technician","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24963",24969,54,"retired","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24964",24970,49,"management","married","4","no","yes",FALSE,FALSE,TRUE,TRUE,FALSE,"no"
"24965",24971,30,"services","married","3","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24966",24972,39,"services","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24967",24973,50,"self-employed","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24968",24974,39,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24969",24975,37,"unemployed","single","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24970",24976,49,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24971",24977,38,"blue-collar","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24972",24978,51,"admin.","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24973",24979,53,"self-employed","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24974",24980,55,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24975",24981,51,"entrepreneur","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24976",24982,55,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24977",24983,44,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24978",24984,57,"management","married","7","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24979",24985,54,"entrepreneur","married","6","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"yes"
"24980",24986,35,"management","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24981",24987,49,"admin.","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24982",24988,48,"technician","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24983",24989,50,"management","married","2","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24984",24990,46,"self-employed","married","2","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24985",24991,31,"entrepreneur","divorced","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24986",24992,35,"management","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24987",24993,48,"technician","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24988",24994,35,"management","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24989",24995,50,"entrepreneur","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24990",24996,48,"technician","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24991",24997,50,"entrepreneur","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24992",24998,35,"admin.","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24993",24999,50,"entrepreneur","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24994",25000,30,"admin.","single","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24995",25001,35,"admin.","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24996",25002,32,"technician","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24997",25003,52,"management","married","3","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24998",25004,51,"admin.","married","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"24999",25005,46,"technician","married","4","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25000",25006,32,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25001",25007,53,"admin.","divorced","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25002",25008,32,"services","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25003",25009,35,"management","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25004",25010,46,"technician","married","4","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25005",25011,53,"admin.","divorced","7","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25006",25012,34,"services","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25007",25013,38,"admin.","single","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25008",25014,33,"technician","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25009",25015,46,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25010",25016,37,"entrepreneur","single","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25011",25017,40,"technician","married","6","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25012",25018,30,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25013",25019,29,"technician","single","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25014",25020,46,"admin.","divorced","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25015",25021,57,"self-employed","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25016",25022,34,"technician","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25017",25023,45,"technician","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25018",25024,41,"self-employed","divorced","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25019",25025,30,"management","single","5","no","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25020",25026,56,"management","married","7","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25021",25027,33,"services","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25022",25028,39,"management","married","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25023",25029,38,"admin.","married","5","yes","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25024",25030,54,"technician","married","7","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25025",25031,38,"entrepreneur","married","2","yes","yes",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25026",25032,31,"management","single","5","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
"25027",25033,50,"housemaid","married","2","no","no",FALSE,FALSE,FALSE,FALSE,FALSE,"no"
