"","X","age","job","marital","education","housing","loan","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y"
"16432",16434,53,"management","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16433",16435,36,"blue-collar","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16434",16436,32,"technician","single","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16435",16437,39,"admin.","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16436",16438,42,"admin.","married","7","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16437",16439,21,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16438",16440,40,"admin.","divorced","7","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16439",16441,51,"blue-collar","single","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16440",16442,26,"blue-collar","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16441",16443,59,"technician","divorced","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16442",16444,26,"admin.","single","5","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16443",16445,25,"admin.","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16444",16446,49,"blue-collar","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16445",16447,21,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16446",16448,34,"technician","married","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16447",16449,40,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16448",16450,34,"services","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16449",16451,37,"unemployed","single","4","yes","yes",1.4,93.918,-42.7,4.963,5228,"yes"
"16450",16452,32,"services","single","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16451",16453,39,"management","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16452",16454,29,"technician","single","7","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16453",16455,44,"management","married","7","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16454",16456,31,"blue-collar","married","4","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16455",16457,39,"services","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16456",16458,30,"services","single","5","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16457",16459,31,"blue-collar","divorced","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16458",16460,43,"admin.","divorced","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16459",16461,37,"unemployed","married","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16460",16462,27,"blue-collar","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16461",16463,48,"services","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16462",16464,24,"services","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16463",16465,48,"services","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16464",16466,24,"services","single","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16465",16467,44,"technician","married","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16466",16468,25,"blue-collar","single","2","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16467",16469,24,"blue-collar","single","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16468",16470,31,"housemaid","single","5","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16469",16471,38,"technician","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16470",16472,46,"services","married","5","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16471",16473,31,"blue-collar","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16472",16474,37,"admin.","divorced","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16473",16475,48,"NA","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16474",16476,28,"admin.","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16475",16477,36,"blue-collar","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16476",16478,40,"blue-collar","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16477",16479,33,"blue-collar","married","2","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16478",16480,32,"blue-collar","divorced","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16479",16481,46,"services","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16480",16482,28,"management","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16481",16483,31,"blue-collar","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16482",16484,31,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16483",16485,26,"admin.","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16484",16486,57,"admin.","married","4","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16485",16487,36,"entrepreneur","married","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16486",16488,30,"blue-collar","single","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16487",16489,30,"technician","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16488",16490,42,"admin.","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16489",16491,31,"housemaid","single","5","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16490",16492,39,"services","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16491",16493,24,"blue-collar","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16492",16494,39,"services","married","NA","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16493",16495,57,"admin.","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16494",16496,24,"services","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16495",16497,21,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16496",16498,36,"blue-collar","single","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16497",16499,44,"admin.","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16498",16500,30,"management","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16499",16501,36,"services","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16500",16502,32,"technician","single","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16501",16503,38,"blue-collar","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16502",16504,25,"blue-collar","single","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16503",16505,32,"technician","married","6","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16504",16506,40,"entrepreneur","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16505",16507,22,"blue-collar","single","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16506",16508,29,"admin.","divorced","NA","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16507",16509,51,"blue-collar","single","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16508",16510,47,"self-employed","single","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16509",16511,36,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16510",16512,26,"services","single","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16511",16513,26,"services","single","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16512",16514,36,"blue-collar","married","4","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16513",16515,44,"admin.","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16514",16516,25,"blue-collar","single","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16515",16517,55,"unemployed","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16516",16518,30,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16517",16519,33,"management","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16518",16520,39,"blue-collar","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16519",16521,24,"admin.","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16520",16522,28,"admin.","married","7","no","yes",1.4,93.918,-42.7,4.963,5228,"yes"
"16521",16523,53,"services","married","5","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16522",16524,28,"services","single","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16523",16525,30,"management","married","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16524",16526,26,"student","single","5","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16525",16527,30,"admin.","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16526",16528,25,"technician","single","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16527",16529,36,"entrepreneur","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16528",16530,37,"entrepreneur","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16529",16531,50,"admin.","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16530",16532,28,"admin.","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16531",16533,31,"services","divorced","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16532",16534,58,"retired","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16533",16535,24,"admin.","married","NA","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16534",16536,53,"entrepreneur","divorced","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16535",16537,28,"admin.","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16536",16538,49,"unemployed","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16537",16539,59,"retired","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16538",16540,33,"blue-collar","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16539",16541,39,"services","married","NA","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16540",16542,28,"admin.","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16541",16543,56,"retired","married","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16542",16544,24,"admin.","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16543",16545,34,"technician","married","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16544",16546,27,"management","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16545",16547,37,"admin.","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16546",16548,49,"self-employed","divorced","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16547",16549,30,"management","married","7","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16548",16550,40,"admin.","divorced","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16549",16551,52,"admin.","divorced","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16550",16552,44,"technician","married","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16551",16553,36,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16552",16554,50,"housemaid","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16553",16555,38,"management","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16554",16556,31,"blue-collar","married","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16555",16557,30,"management","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16556",16558,27,"services","single","5","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16557",16559,25,"blue-collar","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16558",16560,30,"blue-collar","married","3","no","yes",1.4,93.918,-42.7,4.963,5228,"yes"
"16559",16561,27,"blue-collar","single","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16560",16562,36,"self-employed","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16561",16563,49,"self-employed","divorced","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16562",16564,25,"blue-collar","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16563",16565,26,"technician","single","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16564",16566,26,"admin.","single","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16565",16567,49,"NA","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16566",16568,34,"blue-collar","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16567",16569,37,"technician","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16568",16570,29,"blue-collar","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16569",16571,24,"admin.","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16570",16572,39,"blue-collar","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16571",16573,32,"technician","married","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16572",16574,53,"entrepreneur","divorced","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16573",16575,26,"services","single","5","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16574",16576,31,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16575",16577,51,"blue-collar","married","2","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16576",16578,34,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16577",16579,24,"admin.","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16578",16580,29,"self-employed","married","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16579",16581,25,"blue-collar","single","4","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16580",16582,53,"blue-collar","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16581",16583,59,"retired","divorced","NA","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16582",16584,34,"admin.","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16583",16585,47,"technician","married","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16584",16586,27,"services","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16585",16587,24,"services","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16586",16588,36,"admin.","divorced","5","no","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16587",16589,28,"blue-collar","single","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16588",16590,44,"admin.","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16589",16591,42,"admin.","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16590",16592,40,"admin.","divorced","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16591",16593,39,"admin.","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16592",16594,31,"blue-collar","single","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16593",16595,36,"services","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16594",16596,24,"technician","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16595",16597,48,"services","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16596",16598,34,"technician","single","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16597",16599,25,"services","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16598",16600,29,"technician","single","7","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16599",16601,39,"services","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16600",16602,29,"technician","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16601",16603,30,"management","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16602",16604,31,"technician","single","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16603",16605,33,"entrepreneur","married","4","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16604",16606,55,"NA","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16605",16607,29,"technician","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16606",16608,33,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16607",16609,58,"retired","married","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16608",16610,23,"admin.","single","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16609",16611,57,"technician","married","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16610",16612,29,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16611",16613,27,"services","single","7","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16612",16614,43,"management","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16613",16615,50,"self-employed","divorced","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16614",16616,39,"blue-collar","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16615",16617,40,"entrepreneur","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16616",16618,32,"services","single","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16617",16619,26,"admin.","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16618",16620,48,"technician","divorced","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16619",16621,23,"admin.","single","6","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16620",16622,39,"blue-collar","married","NA","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16621",16623,56,"management","divorced","5","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16622",16624,31,"blue-collar","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16623",16625,32,"services","single","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16624",16626,30,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16625",16627,31,"admin.","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16626",16628,30,"management","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16627",16629,32,"technician","single","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16628",16630,53,"admin.","married","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16629",16631,37,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16630",16632,35,"entrepreneur","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16631",16633,38,"technician","single","6","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16632",16634,33,"admin.","single","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16633",16635,21,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16634",16636,36,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16635",16637,53,"services","married","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16636",16638,29,"technician","single","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16637",16639,29,"technician","single","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16638",16640,46,"admin.","divorced","5","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16639",16641,23,"admin.","single","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16640",16642,38,"blue-collar","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16641",16643,34,"blue-collar","single","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16642",16644,42,"technician","single","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16643",16645,30,"management","married","7","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16644",16646,38,"blue-collar","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16645",16647,25,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16646",16648,31,"technician","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16647",16649,53,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16648",16650,42,"NA","married","7","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16649",16651,23,"admin.","single","6","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16650",16652,42,"self-employed","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16651",16653,56,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16652",16654,42,"self-employed","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16653",16655,49,"self-employed","divorced","7","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16654",16656,51,"admin.","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16655",16657,30,"technician","divorced","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16656",16658,30,"technician","divorced","6","no","yes",1.4,93.918,-42.7,4.963,5228,"yes"
"16657",16659,28,"admin.","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16658",16660,33,"technician","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16659",16661,26,"admin.","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16660",16662,54,"housemaid","NA","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16661",16663,55,"management","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16662",16664,25,"services","single","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16663",16665,35,"admin.","married","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16664",16666,29,"admin.","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16665",16667,36,"entrepreneur","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16666",16668,28,"admin.","single","5","no","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16667",16669,32,"services","divorced","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16668",16670,28,"admin.","single","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16669",16671,34,"services","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16670",16672,57,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16671",16673,50,"management","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16672",16674,38,"blue-collar","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16673",16675,56,"retired","married","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16674",16676,38,"blue-collar","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16675",16677,22,"admin.","single","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16676",16678,39,"technician","married","6","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16677",16679,44,"services","married","NA","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16678",16680,30,"blue-collar","married","3","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16679",16681,26,"blue-collar","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16680",16682,49,"admin.","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16681",16683,39,"services","married","NA","yes","yes",1.4,93.918,-42.7,4.963,5228,"yes"
"16682",16684,35,"services","married","4","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16683",16685,27,"blue-collar","single","4","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16684",16686,48,"technician","divorced","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16685",16687,37,"admin.","married","5","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16686",16688,59,"services","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16687",16689,32,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16688",16690,24,"services","single","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16689",16691,28,"admin.","married","5","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16690",16692,32,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16691",16693,35,"management","single","NA","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16692",16694,39,"housemaid","single","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16693",16695,23,"services","single","5","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16694",16696,52,"housemaid","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16695",16697,38,"entrepreneur","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16696",16698,30,"admin.","divorced","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16697",16699,60,"blue-collar","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16698",16700,44,"blue-collar","divorced","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16699",16701,50,"admin.","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16700",16702,26,"services","single","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16701",16703,31,"blue-collar","married","4","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16702",16704,47,"self-employed","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16703",16705,43,"admin.","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16704",16706,60,"self-employed","married","7","yes","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16705",16707,27,"technician","married","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16706",16708,50,"admin.","single","7","NA","NA",1.4,93.918,-42.7,4.963,5228,"no"
"16707",16709,26,"blue-collar","single","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16708",16710,40,"entrepreneur","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16709",16711,36,"services","divorced","5","no","no",1.4,93.918,-42.7,4.963,5228,"yes"
"16710",16712,48,"services","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16711",16713,31,"blue-collar","married","2","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16712",16714,34,"management","married","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16713",16715,31,"blue-collar","married","2","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16714",16716,40,"admin.","divorced","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16715",16717,27,"blue-collar","single","4","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16716",16718,26,"blue-collar","single","6","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16717",16719,32,"technician","married","6","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16718",16720,58,"technician","married","NA","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16719",16721,41,"blue-collar","married","3","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16720",16722,29,"self-employed","married","6","yes","yes",1.4,93.918,-42.7,4.963,5228,"yes"
"16721",16723,24,"admin.","married","7","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16722",16724,48,"technician","divorced","6","yes","yes",1.4,93.918,-42.7,4.963,5228,"no"
"16723",16725,27,"admin.","married","5","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16724",16726,26,"blue-collar","married","3","no","no",1.4,93.918,-42.7,4.963,5228,"no"
"16725",16727,32,"services","married","4","yes","no",1.4,93.918,-42.7,4.963,5228,"no"
"16726",16728,40,"admin.","divorced","7","no","no",1.4,93.918,-42.7,4.963,5228,"no"
